0.6803014	-8.2462383984473309e-01
0.7243014	-8.8149964139882042e-01
0.7683013	-9.2861997814323893e-01
0.8123014	-9.6771708716558036e-01
0.8563014	-1.0001654948764402e+00
0.9003014	-1.0270676363566724e+00
0.9443014	-1.0493162450694324e+00
0.9883013	-1.0676405268170066e+00
1.0323014	-1.0826407632801125e+00
1.0763014	-1.0948145342185336e+00
1.1203014	-1.1045768082144123e+00
1.1643014	-1.1122755145330885e+00
1.2083014	-1.1182037585837610e+00
1.2523013	-1.1226095189392113e+00
1.2963014	-1.1257034293852435e+00
1.3403013	-1.1276650817714020e+00
1.3843013	-1.1286481672891766e+00
1.4283013	-1.1287846916220421e+00
1.4723013	-1.1281884425085229e+00
1.5163013	-1.1269578485384413e+00
1.5603014	-1.1251783396545290e+00
1.6043014	-1.1229242988983688e+00
1.6483014	-1.1202606788674481e+00
1.6923014	-1.1172443435467456e+00
1.7363014	-1.1139251856867878e+00
1.7803013	-1.1103470928753247e+00
1.8243013	-1.1065486076790259e+00
1.8683013	-1.1025637766755967e+00
1.9123013	-1.0984225947998241e+00
1.9563013	-1.0941515200028471e+00
2.0003013	-1.0897738922393512e+00
2.0443014	-1.0853102979801634e+00
2.0883014	-1.0807788893429837e+00
2.1323014	-1.0761956649985067e+00
2.1763014	-1.0715747184877151e+00
2.2203013	-1.0669284584074092e+00
2.2643013	-1.0622678040233418e+00
2.3083013	-1.0576023591951202e+00
2.3523013	-1.0529405669943237e+00
2.3963013	-1.0482898470252051e+00
2.4403013	-1.0436567171798377e+00
2.4843013	-1.0390469013496049e+00
2.5283014	-1.0344654244514362e+00
2.5723014	-1.0299166959957275e+00
2.6163014	-1.0254045833134409e+00
2.6603014	-1.0209324754679163e+00
2.7043014	-1.0165033387979643e+00
2.7483014	-1.0121197649730052e+00
2.7923014	-1.0077840123857729e+00
2.8363013	-1.0034980416630843e+00
2.8803013	-9.9926354603680101e-01
2.9243013	-9.9508197728280046e-01
2.9683013	-9.9095456790131853e-01
3.0123013	-9.8688235017330594e-01
3.0563014	-9.8286617268155863e-01
3.1003014	-9.7890671483010139e-01
3.1443014	-9.7500449983082671e-01
3.1883014	-9.7115990655385842e-01
3.2323014	-9.6737318056097288e-01
3.2763013	-9.6364444456339449e-01
3.3203013	-9.5997370847107011e-01
3.3643013	-9.5636087913356960e-01
3.4083013	-9.5280576981660992e-01
3.4523013	-9.4930810941436128e-01
3.4963013	-9.4586755136683665e-01
3.5403014	-9.4248368223297541e-01
3.5843014	-9.3915602986248981e-01
3.6283014	-9.3588407111026828e-01
3.6723014	-9.3266723904452498e-01
3.7163014	-9.2950492961125797e-01
3.7603013	-9.2639650773111515e-01
3.8043013	-9.2334131281856791e-01
3.8483013	-9.2033866372663509e-01
3.8923013	-9.1738786313180132e-01
3.9363013	-9.1448820138349185e-01
3.9803013	-9.1163895984975540e-01
4.0243013	-9.0883941379608268e-01
4.0683013	-9.0608883483759972e-01
4.1123014	-9.0338649300645679e-01
4.1563013	-9.0073165847644054e-01
4.2003013	-8.9812360298602334e-01
4.2443013	-8.9556160099918780e-01
4.2883013	-8.9304493064125812e-01
4.3323013	-8.9057287444405420e-01
4.3763013	-8.8814471993189992e-01
4.4203013	-8.8575976007682522e-01
4.4643013	-8.8341729364836463e-01
4.5083013	-8.8111662548007974e-01
4.5523013	-8.7885706667241759e-01
4.5963014	-8.7663793474823903e-01
4.6403013	-8.7445855377510928e-01
4.6843013	-8.7231825446585565e-01
